刑法的概述,习题,"关于社会主义法治理念与罪刑法定的表述，下列哪一理解是不准确的？A.依法治国是社会主义法治的核心内容，罪刑法定是依法治国在刑法领域的集中体现
B.权力制约是依法治国的关键环节，罪刑法定充分体现了权力制约
C.人民民主是依法治国的政治基础，罪刑法定同样以此为思想基础
D.执法为民是社会主义法治的本质要求，网民对根据《刑法》规定作出的判决持异议时，应当根据民意判决"
刑法的概述,习题,"关于罪刑法定原则及其内容，下列哪一选项是正确的？A.罪刑法定原则禁止类推解释与扩大解释，但不禁止有利于被告人的类推解释
B.罪刑法定原则禁止司法机关进行类推解释，但不禁止立法机关进行类推解释
C.罪刑法定原则禁止适用不利于行为人的事后法，但不禁止适用有利于行为人的事后法
D.罪刑法定原则要求刑法规范的明确性，但排斥规范的构成要件要素"
刑法的概述,习题,"甲给机场打电话谎称“3架飞机上有炸弹”，机场立即紧急疏散乘客，对飞机进行地毯式安检，3小时后才恢复正常航班秩序。关于本案，下列哪一选项是正确的？A.为维护社会稳定，无论甲的行为是否严重扰乱社会秩序，都应追究甲的刑事责任
B.为防范危害航空安全行为的发生，保护人民群众，应以危害公共安全相关犯罪判处甲死刑
C.从事实和法律出发，甲的行为符合编造、故意传播虚假恐怖信息罪的犯罪构成，应追究其刑事责任
D.对于散布虚假信息，危及航空安全，造成国内国际重大影响的案件，可突破司法程序规定，以高效办案取信社会"
刑法的概述,习题,"下列关于罪刑相适应原则的说法哪些是正确的？A.罪刑相适应原则要求刑法不溯及既往
B.罪刑相适应原则要求刑事立法制定合理的刑罚体系
C.罪刑相适应原则要求刑罚与犯罪性质、犯罪情节和罪犯的人身危险性相适应
D.罪刑相适应原则要求在行刑中合理地运用减刑、假释等制度"
刑法的概述,习题,"“罪刑法定原则的要求是：（1）禁止溯及既往（_____的罪刑法定）；（2）排斥习惯法（_____的罪刑法定）；（3）禁止类推解释（______的罪刑法定）；（4）刑罚法规的适当（______的罪刑法定）。”下列哪一选项与题干空格内容相匹配？A.事前——成文——确定——严格
B.事前——确定——成文——严格
C.事前——严格——成文——确定
D.事前——成文——严格——确定"
刑法的解释,习题,"关于刑法用语的解释，下列哪一选项是正确的？A．按照体系解释，刑法分则中的“买卖”一词，均指购买并卖出；单纯的购买或者出售，不属于“买卖”
B．按照同类解释规则，对于刑法分则条文在列举具体要素后使用的“等”、“其他”用语，应按照所列举的内容、性质进行同类解释 
C．将明知是捏造的损害他人名誉的事实，在信息网络上散布的行为，认定为“捏造事实诽谤他人”，属于当然解释 
D．将盗窃骨灰的行为认定为盗窃“尸体”，属于扩大解释"
刑法的解释,习题,"关于刑法解释，下列哪一选项是错误的？A.学理解释中的类推解释结论，纳入司法解释后不属于类推解释
B.将大型拖拉机解释为《刑法》第116条破坏交通工具罪的“汽车”，至少是扩大解释乃至是类推解释
C.《刑法》分则有不少条文并列规定了“伪造”与“变造”，但不排除在其他一些条文中将“变造”解释为“伪造”的一种表现形式
D.《刑法》第65条规定，不满18周岁的人不成立累犯；《刑法》第356条规定，因走私、贩卖、运输、制造、非法持有毒品罪被判过刑，又犯本节规定之罪的，从重处罚。根据当然解释的原理，对不满18周岁的人不适用《刑法》第356条"
刑法的解释,习题,"根据《刑法》第一百一十一条的规定，为境外的机构、组织、人员非法提供国家秘密或者情报的，构成犯罪。司法解释将其中的""情报""解释为""关系国家安全和利益、尚未公开或者依照有关规定不应公开的事项""。这一解释属于下列何种解释？A．补正解释
B．当然解释
C．反对解释
D．缩小解释"
刑法的解释,习题,"下列哪种说法是正确的？A．将强奸罪中的""妇女""解释为包括男性在内的人，属于扩大解释
B．将故意杀人罪中的""人""解释为""精神正常的人""，属于应当禁止的类推解释
C．将伪造货币罪中的""伪造""解释为包括变造货币，属于法律允许的类推解释
D．将为境外窃取、刺探、收买、非法提供国家秘密、情报罪中的""情报""解释为""关系国家安全和利益、尚未公开或者依照有关规定不应公开的事项""，属于缩小解释"
刑法的解释,习题,"关于刑法解释，下列哪一说法是正确的？A.将持有“大炮”解释成持有枪支，成立非法持有枪支罪，不违反罪刑法定原则
B.生产、销售假药罪中的“假药”是指没有药效或未经批准的药，所以有药效但未经批准的药仍是假药
C.将注册与他人商标“相似”的商标解释为刑法第213条假冒注册商标罪中所要求的“注册相同商标”，违反罪刑法定
D.将刑法第111条（为境外窃取、刺探、收买、非法提供国家秘密、情报罪）中“情报”解释为“关系国家安全和利益、尚未公开或者依照有关规定不应公开的事项”，属于缩小解释"
刑法的解释,习题,"关于刑法解释，下列说法正确的是？A.将虐待罪的对象“家庭成员”解释为包括保姆在内，属于类推解释
B.根据体系解释，传播淫秽物品罪与传播性病罪中“传播”含义一致 
C.将副乡长冒充市长招摇撞骗解释为冒充国家机关工作人员招摇撞骗，违反文理解释 
D.根据论理解释，倒卖文物罪中倒卖是指以牟利为目的，买入或者卖出国家禁止经营文物"
刑法的解释,习题,"关于刑法解释，下列哪一项是正确的？A．无论是有利于被告还是不利于被告的类推解释，都违反罪刑法定原则
B．基于处罚必要超出法律用语可能含义的目的解释，符合罪刑法定原则
C．根据法律规定的正面含义推理出的反面含义解释，也可能符合罪刑法定原则
D．做符合当然解释但不符合刑法文字含义的解释，符合罪刑法定原则"
刑法的解释,习题,"关于刑法解释，下列说法正确的是？A.怀孕妇女因涉嫌犯罪在羁押期间自然流产后，又因同一事实交付审判的。根据体系解释，可以认为是“审判时怀孕的妇女”，不适用死刑
B.对于得到被害人的同意而诬告被害人的行为，需要根据目的解释判断是否为诬告陷害罪
C.竞标人相互串通拍卖报价，损害拍卖人利益情节严重的，可扩大解释为串通投标罪
D.将《刑法》第267条抢夺罪中“抢夺公私财物”，解释为“抢夺他人公私财物”为缩小解释"
刑法的解释,习题,"关于刑法解释，下列哪些选项是错误的？A.《刑法》规定“以暴力、胁迫或者其他手段强奸妇女的”构成强奸罪。按照文理解释，可将丈夫强行与妻子性交的行为解释为“强奸妇女”
B.《刑法》对抢劫罪与强奸罪的手段行为均使用了“暴力、胁迫”的表述，且二罪的法定刑相同，故对二罪中的“暴力、胁迫”应作相同解释 
C.既然将为了自己饲养而抢劫他人宠物的行为认定为抢劫罪，那么，根据当然解释，对为了自己收养而抢劫他人婴儿的行为更应认定为抢劫罪，否则会导致罪刑不均衡 
D.对中止犯中的“自动有效地防止犯罪结果发生”，既可解释为自动采取措施使得犯罪结果未发生；也可解释为自动采取防止犯罪结果发生的有效措施，而不管犯罪结果是否发生"
刑法的解释,习题,"关于罪刑法定原则与刑法解释，下列哪些选项是正确的？A.对甲法条中的“暴力”作扩大解释时，就不可能同时再作限制解释，但这并不意味着对乙法条中的“暴力”也须作扩大解释
B.《刑法》第237条规定的强制猥亵、侮辱罪中的“侮辱”，与《刑法》第246条规定的侮辱罪中的“侮辱”，客观内容相同、主观内容不同
C.当然解释是使刑法条文之间保持协调的解释方法，只要符合当然解释的原理，其解释结论就不会违反罪刑法定原则
D.对刑法分则条文的解释，必须同时符合两个要求：一是不能超出刑法用语可能具有的含义，二是必须符合分则条文的目的"
刑法的解释,习题,"关于刑法解释的说法，下列哪一选项是正确的？A．将盗窃罪对象的公私财物解释为他人的财物，属于缩小解释
B．将《刑法》第一百七十一条出售假币罪中的出售解释为购买和销售，属于当然解释
C．对随身携带枪支等国家禁止个人携带的器械以外的其他器械进行抢夺的，解释为以抢劫罪定罪，属于扩张解释
D．将信用卡诈骗罪中的信用卡解释为具有消费支付、信用贷款、转账结算、存取现金等全部功能或者部分功能的电子支付卡，属于类推解释"
刑法的解释,习题,"关于以下4句话的判断，下列哪些选项是错误的？
①对于同一刑法条文中的同一概念，既可以进行文理解释也可以进行论理解释
②一个解释者对于同一刑法条文的同一概念，不可能同时既作扩大解释又作缩小解释
③刑法中类推解释被禁止，扩大解释被允许，但扩大解释的结论也可能是错误的
④当然解释追求结论的合理性，但并不必然符合罪刑法定原则A.第①句正确，第②③④句错误
B.第①②句正确，第③④句错误
C.第①③句正确，第②④句错误
D.第①③④句正确，第②句错误"
刑法的解释,习题,"①立法解释是由立法机关作出的解释，既然立法机关在制定法律时可以规定""携带凶器抢夺的""以抢劫罪论处，那么，立法解释也可以规定""携带凶器盗窃的，以抢劫罪论处""。②当然，立法解释毕竟是解释，所以，立法解释不得进行类推解释。③司法解释也具有法律效力，当司法解释与立法解释相抵触时，应适用新解释优于旧解释的原则。④不过，司法解释的效力低于立法解释的效力，所以，立法解释可以进行扩大解释，司法解释不得进行扩大解释。关于上述四句话正误的判断，下列哪一选项是正确的？A．第①句正确，其他错误
B．第②句正确，其他错误
C．第③句正确，其他错误
D．第④句正确，其他错误"
刑法的效力,习题,"A国商人汤姆劫持B国民用航空器，欲前往C国，但C国拒绝其降落，后无奈迫降中国。对汤姆的刑事责任问题的处理，下列哪一选项是正确的？A.依据保护管辖原则，适用中国法律追究其刑事责任
B.通过外交途径解决
C.依照普遍管辖权原则，适用中国法律追究其刑事责任
D.依据属地管辖原则，适用中国法律追究其刑事责任"
刑法的效力,习题,"某外国商人甲在我国领域内犯重婚罪，对甲应如何处置？A.适用我国刑法追究其刑事责任
B.通过外交途径解决
C.适用该外国刑法追究其刑事责任
D.直接驱逐出境"
刑法的效力,习题,"《刑法修正案(八)》于2011年5月1日起施行。根据《刑法》第12条关于时间效力的规定，下列哪一选项是错误的??A.2011年4月30日前犯罪，犯罪后自首又有重大立功表现的，适用修正前的刑法条文，应当减轻或者免除处罚???
B.2011年4月30日前拖欠劳动者报酬，2011年5月1日后以转移财产方式拒不支付劳动者报酬的，适用修正后的刑法条文???
C.2011年4月30日前组织出卖人体器官的，适用修正后的刑法条文???
D.2011年4月30日前扒窃财物数额未达到较大标准的，不得以盗窃罪论处"
刑法的效力,习题,"关于刑事司法解释的时间效力，下列哪一选项是正确的A.司法解释也是刑法的渊源，故其时间效力与《刑法》完全一样，适用从旧兼从轻原则
B.行为时无相关司法解释，新司法解释实施时正在审理的案件，应当依新司法解释办理
C.行为时有相关司法解释，新司法解释实施时正在审理的案件，仍须按旧司法解释办理
D.依行为时司法解释已审结的案件，若适用新司法解释有利于被告人的，应依新司法解释改判"
刑法的效力,习题,"下列关于中国刑法适用范围的说法哪些是错误的？A.甲国公民汤姆教唆乙国公民约翰进入中国境内发展黑社会组织。即使约翰果真进入中国境内实施犯罪行为，也不能适用中国刑法对仅仅实施教唆行为的汤姆追究刑事责任
B.中国公民赵某从甲国贩卖毒品到乙国后回到中国。由于赵某的犯罪行为地不在中国境内，行为也没有危害中国的国家或者国民的利益，所以，不能适用中国刑法
C.A国公民丙在中国留学期间利用暑期外出旅游，途中为勒索财物，将B国在中国的留学生丁某从东北某市绑架到C国，中国刑法可以依据保护管辖原则对丙追究刑事责任
D.中国公民在中华人民共和国领域外实施的犯罪行为，按照刑法规定的最高刑为3年以下有期徒刑的，也可以适用中国刑法追究刑事责任"
刑法的效力,习题,"下列哪些犯罪行为应实行属地管辖原则？A.外国人乘坐外国民航飞机进入中国领空后实施犯罪行为
B.中国人乘坐外国船舶，当船舶行驶于公海上时实施犯罪行为
C.外国人乘坐中国民航飞机进入法国领空后实施犯罪行为
D.中国国家工作人员在外国实施我国刑法规定的犯罪行为"
刑法的效力,习题,"关于刑事管辖权，下列哪些选项是正确的？A．甲在国外教唆陈某到中国境内实施绑架行为，中国司法机关对甲的教唆犯罪有刑事管辖权
B．隶属于中国某边境城市旅游公司的长途汽车在从中国进入E国境内之后，因争抢座位，F国的汤姆一怒之下杀死了G国的杰瑞。对汤姆的杀人行为不适用中国刑法
C．中国法院适用普遍管辖原则对劫持航空器的丙行使管辖权时，定罪量刑的依据是中国缔结或者参加的国际条约
D．外国人丁在中国领域外对中国公民犯罪的，即使按照中国刑法的规定，该罪的最低刑为3年以上有期徒刑，也可能不适用中国刑法"
刑法的效力,习题,"关于刑法及司法解释的时间效力，下列选项正确的有？A.甲在2010年受贿500万，2016年司法解释规定受贿罪“数额特别巨大”的标准为300万元，2017年司法解释规定受贿罪“数额特别巨大”的标准为600万元，甲在2018年被抓获，应适用新的司法解释，不能认定为受贿“数额特别巨大”
B.2016年司法解释规定了受贿罪的数额标准，乙于2015年—2018年连续受贿多次，乙的所有受贿行为均可以适用该司法解释
C.1997年刑法规定，生产、销售有毒、有害食品罪为具体危险犯，只有造成具体的危险才能定罪。2011年《刑法修正案（八）》将该罪规定为抽象危险犯，只要实施了生产、销售行为，就认为有抽象的危险，应以犯罪论处。丙于2010年实施了生产、销售有毒、有害食品的行为，但并没有造成具体危险状态，于2015年被抓获。丙的行为可以适用《刑法修正案（八）》，应以犯罪论处
D.2000年最高人民法院出台了针对某一问题的司法解释，该解释不能适用于其生效之前的犯罪行为"
犯罪构成,习题,"关于构成要件要素，下列哪一选项是错误的？A．传播淫秽物品罪中的“淫秽物品”是规范的构成要件要素、客观的构成要件要素
B．签订、履行合同失职被骗罪中的“签订、履行”是记述的构成要件要素、积极的构成要件要素 
C．“被害人基于认识错误处分财产”是诈骗罪中的客观的构成要件要素、不成文的构成要件要素 
D．“国家工作人员”是受贿罪的主体要素、规范的构成要件要素、主观的构成要件要素"
犯罪构成,习题,"关于构成要件要素的分类，下列哪些选项是正确的？A．贩卖淫秽物品牟利罪中的""贩卖""是记述的构成要件要素，""淫秽物品""是规范的构成要件要素
B．贩卖毒品罪中的""贩卖""是记述的构成要件要素，""毒品""是规范的构成要件要素
C．强制猥亵妇女罪中的""妇女""是记述的构成要件要素，""猥亵""是规范的构成要件要素
D．抢劫罪的客观构成要件要素是成文的构成要件要素，""非法占有目的""是不成文的构成要件要素"
犯罪构成,习题,"《刑法》第三百八十九条第一款规定：""为谋取不正当利益，给予国家工作人员以财物的，是行贿罪。""同条第三款规定：""因被勒索给予国家工作人员以财物，没有获得不正当利益的，不是行贿。""关于上述规定，下列哪些选项是正确的？A．""为谋取不正当利益""是客观的构成要件要素
B．""不正当利益""是规范的构成要件要素
C．""给予国家工作人员以财物""是客观的构成要件要素、积极的构成要件要素
D．第三款规定的内容，属于消极的构成要件要素"
犯罪构成,习题,"《刑法》第246条规定：“以暴力或者其他方法公然侮辱他人或者捏造事实诽谤他人，情节严重的，处三年以下有期徒刑、拘役、管制或者剥夺政治权利。”关于本条的理解，下列哪些选项是正确的？A.“以暴力或者其他方法”属于客观的构成要件要素
B.“他人”属于记述的构成要件要素
C.“侮辱”、“诽谤”属于规范的构成要件要素
D.“三年以下有期徒刑、拘役、管制或者剥夺政治权利”属于相对确定的法定刑"
行为主体,习题,"关于犯罪主体，下列哪一选项是正确的？A.甲（女，43岁）吸毒后强制猥亵、侮辱孙某（智障女，19岁），因强制猥亵、侮辱罪的主体只能是男性，故甲无罪
B.乙（15岁）携带自制火药枪夺取妇女张某的挎包，因乙未使用该火药枪，故应当构成抢夺罪
C.丙（15岁）在帮助李某扣押被害人王某索取债务时致王某死亡，丙不应当负刑事责任
D.丁是司法工作人员，也可构成放纵走私罪"
行为主体,习题,"下列有关单位犯罪的说法哪一项是错误的？A.信用卡诈骗罪和贷款诈骗罪的主体只能是自然人
B.行政机关可以成为单位犯罪的主体
C.不具备法人资格的私营企业不能成为单位犯罪的主体
D.经企业领导集体研究决定并实施的盗窃电力的行为，可以成立单位犯罪，但不对单位判处罚金，只处罚作出该决定的单位领导和直接实施盗窃行为的责任人员"
行为主体,习题,"关于单位犯罪的说法，下列哪一选项是错误的？A.甲、乙为了实施走私而成立了单位，后该公司实施走私犯罪。公司的走私行为不能认定为是单位犯罪
B.某国有公司高管集体研究决定，将该单位的50万元在5个高管中平均分配。该行为不能认定为单位犯罪（私分国有资产罪）
C.甲公司实施单位犯罪后，甲公司被乙公司兼并了。既要追究甲公司原直接责任人的刑事责任，亦应追究甲公司的刑事责任
D.甲实施拐卖儿童行为，借用其所在单位的车及司机帮忙运送被拐卖儿童，该单位参与拐卖儿童的行为亦构成单位犯罪"
行为主体,习题,"关于犯罪主体，下列说法正确的是？A．单位分支机构或内设机构不是独立法人单位，不能成为单位犯罪的主体
B．犯罪集团和聚众犯罪的首要分子是一种特殊的身份犯
C．已满14周岁不满16周岁的人绑架杀人的，对杀人行为有责任能力，对绑架行为无责任能力
D．单位犯罪本质上是单位主管人员、直接责任人员构成的特殊的共同犯罪"
行为主体,习题,"关于单位犯罪，下列哪些选项是正确的？A.就同一犯罪而言，单位犯罪与自然人犯罪的既遂标准完全相同
B.《刑法》第一百七十条未将单位规定为伪造货币罪的主体，故单位伪造货币的，相关自然人不构成犯罪 
C.经理赵某为维护公司利益，经单位集体决定，号召单位员工殴打法院执行工作人员，拒不执行生效判决的，成立单位犯罪 
D.公司被吊销营业执照后，发现其曾销售伪劣产品20万元。对此，应追究相关自然人销售伪劣产品罪的刑事责任"
行为主体,习题,"关于单位犯罪，下列哪些选项是错误的？A.单位只能成为故意犯罪的主体，不能成为过失犯罪的主体
B.单位犯罪时，单位本身与直接负责的主管人员、直接责任人员构成共同犯罪
C.对单位犯罪一般实行双罚制，但在实行单罚制时，只对单位处以罚金，不处罚直接负责的主管人员与直接责任人员
D.对单位犯罪只能适用财产刑，既可能判处罚金，也可能判处没收财产"
行为主体,习题,"下列哪些行为不构成单位犯罪？A.甲、乙、丙出资设立一家有限责任公司专门从事走私犯罪活动
B.甲、乙、丙出资设立的公司成立后以生产、销售伪劣产品为主要经营活动
C.某公司董事长及总经理以公司名义印刷非法出版物，所获收入由他们二人平分
D.某公司董事长及总经理组织职工对前来征税的税务工作人员使用暴力，拒不缴纳税款"
行为主体,习题,"下列哪些人可以成为非法经营同类企业罪的犯罪主体？A.中外合资企业的董事、经理
B.国有公司的董事
C.国有企业的经理
D.国有公司控股的公司、企业的董事、经理"
行为主体,习题,"某电器公司与其子公司物流公司涉嫌共同非法吸收公众存款5亿元。下列关于单位犯罪的说法正确的是？A.如果电器公司能成立单位犯罪。那么，物流公司实施违法行为且获得违法所得，就可认为物流公司构成单位犯罪
B.如果电器公司能构成单位犯罪，无法认定物流公司构成单位犯罪。那么，可以对物流公司中按照电器公司要求实施犯罪行为的人员，作为其他直接责任人员，追究该自然人的刑事责任 
C.如果无法认定电器公司但可认定物流公司构成单位犯罪，那么电器公司中的决策人员可以认为共犯 
D.如果因证据问题不能认定物流公司、电器公司构成单位犯罪，那么可以追究两公司的直接责任人员的刑事责任"
行为主体,习题,"关于单位犯罪，下列选项错误的是？A．甲注册某咨询公司后一直亏损，后发现为他人虚开增值税专用发票可以盈利，即以此为主要业务，该行为属于咨询公司单位犯罪
B．乙公司在实施保险诈骗罪以后，因为没有年检而被工商管理局吊销营业执照。案发后对该公司不再追诉，只能对原公司中的直接负责的主管人员和其他直接责任人员追究刑事责任
C．丙虚报注册资本成立进出口公司，主要从事正当业务经营，后经公司股东集体讨论，以公司的名义走私汽车，利益均分。由于该进出口公司成立时不符合法律规定，该走私行为属于个人犯罪
D．丁等5名房地产公司领导以公司名义非法经营烟草业务，所得利益归5人均分。该行为属于单位犯罪"
行为主体,习题,"关于单位犯罪的主体，下列哪一选项是错误的？A．不具有法人资格的私营企业，也可以成为单位犯罪的主体
B．刑法分则规定的只能由单位构成的犯罪，不可能由自然人单独实施
C．单位的分支机构或者内设机构，可以成为单位犯罪的主体
D．为进行违法犯罪活动而设立的公司、企业、事业单位，或者公司、企业、事业单位设立后，以实施犯罪为主要活动的，不能成为单位犯罪的主体"
行为主体,习题,"①特殊身份是指行为人在身份上的特殊资格，以及其他与一定的犯罪行为有关的、行为人在社会关系上的特殊地位或者状态。②由于特殊身份必须与一定的犯罪行为有关，所以，性别、国籍等不可能成为特殊身份，首要分子则属于特殊身份。③挪用公款罪是真正身份犯，只有国家工作人员可以构成挪用公款罪，但非国家工作人员可以成为挪用公款罪的共犯。④根据《刑法》第三百零七条的规定，司法工作人员犯帮助毁灭、伪造证据罪的，从重处罚。这种情形称为不真正身份犯。关于上段话正误的判断，下列哪一选项是正确的？A．第①句错误，其他正确
B．第②句错误，其他正确
C．第③句错误，其他正确
D．第④句错误，其他正确"
行为,习题,"关于不作为犯罪的判断，下列哪一选项是错误的？A．小偷翻墙入院行窃，被护院的藏獒围攻。主人甲认为小偷活该，任凭藏獒撕咬，小偷被咬死。甲成立不作为犯罪
B．乙杀丙，见丙痛苦不堪，心生悔意，欲将丙送医。路人甲劝阻乙救助丙，乙遂离开，丙死亡。甲成立不作为犯罪的教唆犯 
C．甲看见儿子乙（8周岁）正掐住丙（3周岁）的脖子，因忙于炒菜，便未理会。等炒完菜，甲发现丙已窒息死亡。甲不成立不作为犯罪 
D．甲见有人掉入偏僻之地的深井，找来绳子救人，将绳子的一头扔至井底后，发现井下的是仇人乙，便放弃拉绳子，乙因无人救助死亡。甲不成立不作为犯罪"
行为,习题,"下列与不作为犯罪相关的表述，哪一选项是正确的？A．甲警察接到报案：有歹徒正在杀害其妻。甲立即前往现场，但只是站在现场观看，没有采取任何措施。此时，县卫生局副局长刘某路过现场，也未救助被害妇女。结果，歹徒杀害了其妻。甲和刘某都是国家机关工作人员，都没有履行救助义务，均应成立渎职罪
B．甲非常讨厌其侄子乙（6岁）。某日，甲携乙外出时，张三酒后驾车撞伤了乙并迅速逃逸。乙躺在血泊中。甲心想，反正事故不是自己造成的，于是离开了现场。乙因得不到救助而死亡。由于张三负有救助义务，所以甲不构成不作为犯罪
C．甲下班回家后，发现自家门前放着一包来历不明、类似面粉的东西。甲第二天上班时拿到实验室化验，发现是海洛因，于是立即倒入厕所马桶冲入下水道。甲虽然没有将毒品上交公安部门，但不构成非法持有毒品罪
D．《消防法》规定，任何人发现火灾都必须立即报警。过路人甲发现火灾后没有及时报警，导致火灾蔓延。甲的行为成立不作为的放火罪"
行为,习题,"甲因家中停电而点燃蜡烛时，意识到蜡烛没有放稳，有可能倾倒引起火灾，但想到如果就此引起火灾，反而可以获得高额的保险赔偿，于是外出吃饭，后来果然引起火灾，并将邻居家的房屋烧毁。甲以失火为由向保险公司索赔，获得赔偿。对于此案，下列哪一选项是正确的？A．就放火罪而言，甲的行为属于不作为犯
B．就放火罪而言，甲的行为属于作为与不作为的结合
C．就保险诈骗罪而言，甲的行为属于不作为犯
D．就保险诈骗罪而言，甲的行为属于作为与不作为的结合"
行为,习题,"下列哪一选项构成不作为犯罪？A.甲到湖中游泳，见武某也在游泳。武某突然腿抽筋，向唯一在场的甲呼救。甲未予理睬，武某溺亡
B.乙女拒绝周某求爱，周某说“如不答应，我就跳河自杀”。乙明知周某可能跳河，仍不同意。周某跳河后，乙未呼救，周某溺亡 
C.丙与贺某到水库游泳。丙为显示泳技，将不善游泳的贺某拉到深水区教其游泳。贺某忽然沉没，丙有点害怕，忙游上岸，贺某溺亡 
D.丁邀秦某到风景区漂流，在漂流筏转弯时，秦某的安全带突然松开致其摔落河中。丁未下河救人，秦某溺亡"
